Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối
5f0570f0-e3d0-4f72-8f92-a448e32f6a39,,WALLET_WITHDRAW_BANK,SUCCESS,1936.92,USD,,,,Rút về ngân hàng ACB ****2231,2026-08-08 04:27:00,
74e9cc81-0962-4aea-8e24-910dc11a9aae,,WALLET_TOP_UP,SUCCESS,1522.1,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-08-07 13:27:00,
7edc1ccc-3de7-4be1-88d8-c547fcaa8099,****0102,CARD_PAYMENT,SUCCESS,17.99,USD,355.72,,,Subscription NETFLIX.COM,2026-08-06 12:56:00,
3fe00fe0-52b9-481b-8cfb-91d16e3de3a2,****0101,CARD_PAYMENT,SUCCESS,150.23,USD,96.33,,,Shopee,2026-08-04 07:37:00,
1ac47d5e-2ee7-401d-80f5-97debf38e94b,****0103,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-08-03 19:07:00,
af20f5db-cf63-4294-8432-a257d99e793d,****0102,CARD_PAYMENT,SUCCESS,145.34,USD,355.72,,,Amazon,2026-08-03 01:38:00,
4fdbb9a3-1306-4928-8fa1-428e24c514b5,****0102,CARD_PAYMENT,SUCCESS,10.71,USD,355.72,,,Grab,2026-08-02 19:53:00,
3a0c6fcd-df73-4a3c-84d8-cc541bc1cb66,****0103,CARD_PAYMENT,SUCCESS,9.99,USD,1167.86,,,Unrecognized,2026-08-02 03:47:00,
302ab2c4-b3b1-4bef-8c4a-8b0e0cd74c61,****0102,CARD_PAYMENT,SUCCESS,98.71,USD,355.72,,,Amazon,2026-08-01 16:04:00,
99f2f844-65ef-41c1-893f-5073b993a2e1,****0102,CARD_PAYMENT,SUCCESS,296.06,USD,355.72,,,Facebook Ads,2026-08-01 01:23:00,
5d093f9e-6628-465c-8ba0-16d2263f80af,****0101,CARD_PAYMENT,SUCCESS,27.71,USD,96.33,,,Namecheap,2026-07-31 18:52:00,
66b9084c-1d66-4852-8f25-d0e015a875a8,****0104,DECLINE_FEE,SUCCESS,0.49,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-07-30 10:33:00,
d09f101f-bb64-48b3-80f3-edfed0c0d655,****0104,CARD_PAYMENT,SUCCESS,48.86,EUR,116.86,,,Shopee,2026-07-30 10:32:00,
42d16158-6e85-498b-891f-ded5c1a3352a,****0102,CARD_PAYMENT,SUCCESS,101.04,USD,355.72,,,Lazada,2026-07-29 15:52:00,
7e9b1c52-a576-4a3c-8ca2-ac0cf92cee97,****0103,CARD_PAYMENT,SUCCESS,32.32,USD,1167.86,,,The Coffee House,2026-07-28 20:33:00,
fec79a3f-751f-4bd5-87bb-976464854703,****0101,CARD_PAYMENT,SUCCESS,570.66,USD,96.33,,,Facebook Ads,2026-07-28 15:51:00,
fc24d185-46c7-4fe5-8a7c-701c54ab0338,****0101,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-07-28 11:46:00,
205e139a-25e1-427b-85c9-68a571e0dfcf,****0101,CARD_PAYMENT,SUCCESS,27.27,USD,96.33,,,Uber,2026-07-28 08:39:00,
a3e9a505-483d-4d76-8050-456d3e6157c0,****0102,CARD_PAYMENT,SUCCESS,30.66,USD,355.72,,,Shopee,2026-07-27 20:06:00,
ef7037ab-e113-4f30-8eeb-2aed61ce3659,****0102,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-07-27 17:15:00,
6996dbd5-d71d-4619-83a6-7a9118349e22,****0102,CARD_PAYMENT,SUCCESS,52.98,USD,355.72,,,Vultr,2026-07-27 05:01:00,
c49e1766-d38d-487a-8088-96c9877bff6d,****0103,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-07-24 09:53:00,
63c04398-427b-414f-8347-af9a01d7933b,,WALLET_TOP_UP,SUCCESS,410.96,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-07-22 12:42:00,
41623833-1855-480c-82d6-380b5a097cd3,****0104,DECLINE_FEE,SUCCESS,0.18,EUR,116.86,,,FX fee for GRAB* RIDE HCM,2026-07-21 21:40:00,
5d082f5e-13a7-4754-8576-4ac913eccf1b,****0104,CARD_PAYMENT,SUCCESS,18.04,EUR,116.86,,,Grab,2026-07-21 21:39:00,
ba41bf6d-af83-4511-80d1-9207be751f9f,****0101,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-07-21 14:13:00,
bfbb7d63-f287-4a98-8fcc-87518b15c2c1,,WALLET_WITHDRAW_BANK,SUCCESS,1689.29,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-21 03:15:00,
11462419-bb43-4d77-82f7-e5bc36b4d3a8,,WALLET_TOP_UP,SUCCESS,977.74,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-07-21 01:15:00,
1c98f998-1cf2-488a-8cd3-fe1f3d323c8e,****0104,CARD_TOP_UP,PENDING,300,EUR,116.86,,,Nạp thẻ (chưa vào thẻ),2026-07-20 10:00:00,
d462aa37-82e8-4b5f-871b-fddecceba381,,WALLET_WITHDRAW,SUCCESS,300,USD,,,,Nạp vào thẻ Volcano EU (VC04) — tiền đã rời ví,2026-07-20 10:00:00,
eeed1190-15a9-4c8f-85f7-34d33b6afcb3,****0104,DECLINE_FEE,SUCCESS,0.3,EUR,116.86,,,FX fee for SQ *THE COFFEE HOUSE,2026-07-19 23:11:00,
004e2472-0f9e-4e92-8e81-8175cb9d79ec,****0104,CARD_PAYMENT,SUCCESS,30.23,EUR,116.86,,,The Coffee House,2026-07-19 23:10:00,
4556d152-9439-422e-81ff-ac6fc602e9e7,****0104,DECLINE_FEE,SUCCESS,0.18,EUR,116.86,,,FX fee for UBER *EATS,2026-07-19 06:31:00,
e566ab21-6ea8-48c0-8d46-bc6bb8021675,****0104,CARD_PAYMENT,SUCCESS,18.25,EUR,116.86,,,Uber,2026-07-19 06:30:00,
6a961c3c-09fa-41de-83cc-5b9f73a8eae6,****0101,CARD_PAYMENT,SUCCESS,22.89,USD,96.33,,,Namecheap,2026-07-19 03:48:00,
68503495-21f5-43b3-8866-66670d11ba38,****0101,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-07-18 11:14:00,
ff70b0ae-b2a4-40e8-8eaa-36ef189ce826,****0101,CARD_PAYMENT,SUCCESS,22.55,USD,96.33,,,Namecheap,2026-07-17 07:15:00,
a8b5af73-1fd9-45ef-83fb-7fc1d675d7a5,****0103,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-07-15 10:21:00,
8c769d0c-66d3-4644-8595-efd1801116ef,****0102,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-07-12 08:14:00,
11bf26ba-3703-4b68-87cc-fd4a23ed3d52,****0102,CARD_PAYMENT,SUCCESS,16.41,USD,355.72,,,Grab,2026-07-12 05:21:00,
cf52537c-cc15-4c63-85c7-2d416c90950d,,WALLET_WITHDRAW_BANK,SUCCESS,2014.08,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-11 18:41:00,
a6f4ef11-16ab-48f9-8280-5686231f779f,,WALLET_TOP_UP,SUCCESS,2164.6,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-07-11 09:41:00,
ddd8e6c8-7de3-4ed5-8219-17acb46a1bf7,****0104,DECLINE_FEE,SUCCESS,2.37,EUR,116.86,,,FX fee for ALIEXPRESS.COM,2026-07-11 05:54:00,
3d758fa4-b874-4e2a-8831-8a2b892ca2f2,****0104,CARD_PAYMENT,SUCCESS,237.21,EUR,116.86,,,AliExpress,2026-07-11 05:53:00,
c8d6d3e9-2a5e-4374-8971-d022d96a49c2,****0102,CARD_PAYMENT,PENDING,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-07-09 08:19:00,
a9a4822b-ab1f-44ae-8ae0-b5e0cb9e2c8a,,WALLET_WITHDRAW_BANK,SUCCESS,1679.05,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-08 18:58:00,
27353666-7715-419f-8199-6a123b6bda3f,****0104,DECLINE_FEE,SUCCESS,0.29,EUR,116.86,,,FX fee for NAMECHEAP* DOMAIN,2026-07-08 10:34:00,
5190bb50-4464-4809-8114-a01ebbbd73a0,****0104,CARD_PAYMENT,SUCCESS,29.03,EUR,116.86,,,Namecheap,2026-07-08 10:33:00,
5b3d0463-da63-4dc5-865a-2215400db997,,WALLET_TOP_UP,SUCCESS,2044.27,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-07-08 09:58:00,
8ccb46a4-b3ec-4789-88d3-84b0546b0272,****0101,CARD_PAYMENT,SUCCESS,580.23,USD,96.33,,,Booking.com,2026-07-06 17:49:00,
6d7148db-ff95-49e2-8b17-0ae5c33ce32e,****0102,CARD_PAYMENT,SUCCESS,17.99,USD,355.72,,,Subscription NETFLIX.COM,2026-07-06 12:43:00,
74fd4f0b-e1ef-48b4-8786-a5394d494e73,,WALLET_WITHDRAW_BANK,SUCCESS,2130.11,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-06 11:16:00,
e70b987b-7b5d-4f70-8ab7-cdd8c2108bad,,WALLET_WITHDRAW_BANK,SUCCESS,2538.49,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-06 01:29:00,
46fafdf4-26cc-430d-8982-cc1899631b75,,WALLET_TOP_UP,SUCCESS,2550.57,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-07-05 21:29:00,
a3c1648e-f700-4f50-8920-dfda7c2aa386,****0101,CARD_PAYMENT,SUCCESS,42.3,USD,96.33,,,Shopee order (DUPLICATE),2026-07-05 20:17:00,
30f8badf-4554-42af-819d-7c15cce52719,,WALLET_TOP_UP,SUCCESS,2298.57,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-07-05 20:16:00,
b2f71a32-12a3-48e8-8a5c-585f81c52e18,****0101,CARD_PAYMENT,SUCCESS,42.3,USD,96.33,,,Shopee order,2026-07-05 20:14:00,
962fc60d-185b-4f97-8c80-d9dde04e14c2,****0104,DECLINE_FEE,SUCCESS,2.2,EUR,116.86,,,FX fee for BOOKING.COM 9931,2026-07-05 08:09:00,
faa5af78-f6fb-42d9-88b2-1f32d3f59eb2,****0104,CARD_PAYMENT,CANCEL,220.34,EUR,116.86,,,Booking.com,2026-07-05 08:08:00,
c67dad63-cb46-4d3d-8382-272167eae178,****0103,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-07-03 17:41:00,
93418e9b-eb0b-42e7-8675-6a7bdac5d388,****0101,CARD_PAYMENT,SUCCESS,29.25,USD,96.33,,,Apple,2026-07-02 17:36:00,
009e9564-c446-4425-82fd-4c86ff9475a1,****0103,CARD_PAYMENT,CANCEL,168.74,USD,1167.86,,,Booking.com,2026-07-01 19:44:00,
2ebd2569-9a68-4e89-8ce5-d04e9b005c57,****0103,CARD_PAYMENT,SUCCESS,149.71,USD,1167.86,,,Shopee,2026-07-01 17:51:00,
db54753f-a29c-49f5-84b8-9284a9b32777,****0101,CARD_PAYMENT,SUCCESS,588.8,USD,96.33,,,Booking.com,2026-07-01 11:10:00,
e0c0f533-8d87-4450-806e-9e9509ffe91a,,WALLET_WITHDRAW_BANK,SUCCESS,2284.47,USD,,,,Rút về ngân hàng ACB ****2231,2026-07-01 06:45:00,
168a5225-f52f-47f3-84b5-e1a092f53ec1,,WALLET_TOP_UP,SUCCESS,2486.79,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-06-30 11:45:00,
a96445d2-2217-4f32-8ba9-9a0ca60a75e0,****0102,CARD_PAYMENT,SUCCESS,31.72,USD,355.72,,,Steam,2026-06-30 03:11:00,
4427871f-e458-45b4-86d5-5304f6921d27,****0104,DECLINE_FEE,CANCEL,0.53,EUR,116.86,,,FX fee for STEAMGAMES.COM,2026-06-29 19:24:00,
e2fa4896-4d11-45b2-8feb-8e3461842ef6,****0104,CARD_PAYMENT,SUCCESS,52.54,EUR,116.86,,,Steam,2026-06-29 19:23:00,
be901d12-0667-4339-874f-15c7e1e83e3b,,WALLET_WITHDRAW_BANK,SUCCESS,2503.56,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-28 17:09:00,
f92959b9-f151-4fca-8ee9-cff270a7e51c,****0101,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-06-28 15:56:00,
37c2afb8-f49c-4b89-82da-99ac654e1b74,****0104,DECLINE_FEE,SUCCESS,0.66,EUR,116.86,,,FX fee (DUPLICATE),2026-06-28 15:02:00,
3579b145-0302-4e30-87b6-e025d3509b3c,****0104,DECLINE_FEE,SUCCESS,0.66,EUR,116.86,,,FX fee,2026-06-28 15:01:00,
d9bed81a-4852-4309-8af3-d65e5f52ccc5,****0104,CARD_PAYMENT,SUCCESS,65.88,EUR,116.86,,,AliExpress (EUR),2026-06-28 15:00:00,
a1e680f2-8af3-4ecb-81a7-456f6b55e798,,WALLET_TOP_UP,SUCCESS,1499.9,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-06-27 23:09:00,
20e63e66-fc16-4a37-8789-33406ecf2493,****0102,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-06-27 09:59:00,
5f1c793a-d62a-42d7-8fc8-cc3bab46e593,****0101,CARD_PAYMENT,SUCCESS,66.22,USD,96.33,,,Amazon,2026-06-25 15:01:00,
fc872baf-bb16-4089-8a7a-c887242ee38e,,WALLET_TOP_UP,SUCCESS,468.87,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-06-25 13:18:00,
af6611ce-0190-4d3a-861d-b61e8b86f9c3,****0103,CARD_PAYMENT,SUCCESS,585.37,USD,1167.86,,,Booking.com,2026-06-24 18:50:00,
5c31d0d9-0432-4c8f-8a6b-a21529905385,****0103,CARD_PAYMENT,SUCCESS,75.53,USD,1167.86,,,Lazada,2026-06-24 12:17:00,
31a7fcc0-659d-4942-878b-9727d074d9ba,****0103,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-06-24 10:12:00,
78381c69-fc14-4e63-8b2e-cc51ebc308b9,,WALLET_WITHDRAW_BANK,SUCCESS,2591.12,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-23 23:21:00,
56eb1b00-9702-444b-8de4-002b96331416,****0102,CARD_PAYMENT,SUCCESS,17.8,USD,355.72,,,Apple,2026-06-23 19:12:00,
89c3658a-f67c-4bbf-8f2a-da50e2be5cea,****0102,CARD_PAYMENT,SUCCESS,24.61,USD,355.72,,,AliExpress,2026-06-23 05:35:00,
b8077cd8-a678-46d7-885c-09933eb78f4b,,WALLET_TOP_UP,SUCCESS,2246.52,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-06-23 02:21:00,
a247899b-921e-488e-8cd3-d72eb6059d39,****0103,CARD_REFUND,SUCCESS,88,USD,1167.86,,,Hotel refund,2026-06-22 10:00:00,
92d0b187-0b20-42c3-8a73-f885f9c28a94,****0101,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-06-21 13:40:00,
a4a312c0-afa4-4fc9-8663-3593e883ba33,****0101,CARD_PAYMENT,SUCCESS,180.94,USD,96.33,,,Amazon,2026-06-20 10:48:00,
32c520e3-f278-4f2f-8558-3107ef5e842a,****0101,CARD_PAYMENT,PENDING,190.22,USD,96.33,,,Shopee,2026-06-20 10:13:00,
41df6b94-7dbd-4e72-81f7-2ea0476394bf,****0103,CARD_PAYMENT,SUCCESS,30.55,USD,1167.86,,,The Coffee House,2026-06-19 18:09:00,
0e4ef08c-5604-4685-81cb-9eef15ec3765,****0101,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-06-18 11:11:00,
3f1756f4-638f-4842-8ccf-78197ccffa0b,,WALLET_TOP_UP,SUCCESS,282.76,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-06-16 15:36:00,
205ff3b3-e48b-49f5-822a-a42f99107023,****0101,CARD_PAYMENT,SUCCESS,77.79,USD,96.33,,,Lazada,2026-06-16 06:09:00,
7dc48001-f050-42ec-8899-07bc213179d3,****0103,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-06-15 15:27:00,
48bccf53-7a9e-4cb7-8277-fc30d3d1f8c3,****0103,CARD_PAYMENT,SUCCESS,31.33,USD,1167.86,,,Steam,2026-06-15 00:16:00,
fd67bcc3-3d47-479e-88ef-f6d7b4569ada,****0101,CARD_PAYMENT,SUCCESS,480.85,USD,96.33,,,Booking.com,2026-06-14 16:45:00,
966caafe-f87e-4bf7-8642-579951ce251c,****0103,CARD_PAYMENT,SUCCESS,20.46,USD,1167.86,,,Namecheap,2026-06-14 13:56:00,
3288a335-3fd5-4540-82c0-dc5b4234bc78,****0103,CARD_PAYMENT,SUCCESS,57.82,USD,1167.86,,,Apple,2026-06-13 05:23:00,
5a8aa9f0-49ce-4175-8fd6-ac280fceed68,****0102,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-06-12 14:31:00,
5bb3472c-aaa9-4e5a-8e95-7525104a388a,****0104,DECLINE_FEE,SUCCESS,0.14,EUR,116.86,,,FX fee for NAMECHEAP* DOMAIN,2026-06-10 22:38:00,
8c12b352-fd29-4e12-8a53-25a5633c0741,****0104,CARD_PAYMENT,SUCCESS,13.9,EUR,116.86,,,Namecheap,2026-06-10 22:37:00,
1c4a6977-d77c-4434-8790-e64dc5be6bfd,****0102,CARD_PAYMENT,SUCCESS,55.07,USD,355.72,,,Apple,2026-06-10 19:38:00,
c6cf98e8-accf-4e92-84d9-61e419ceb456,****0102,CARD_PAYMENT,SUCCESS,202.39,USD,355.72,,,Shopee,2026-06-09 17:05:00,
0aac9ef0-f4bd-4d34-8dc0-eae4daf2e483,****0102,CARD_PAYMENT,SUCCESS,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-06-09 08:11:00,
a8b7885a-8a14-48c8-8151-690c13801400,****0101,CARD_PAYMENT,SUCCESS,116.78,USD,96.33,,,Amazon,2026-06-08 20:06:00,
d39ab97a-e4ae-4eb4-8355-37b4011ff445,,WALLET_WITHDRAW_BANK,SUCCESS,2211.88,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-08 10:10:00,
f53ca6f0-bc60-40bc-8076-c7f5881efb8c,,WALLET_WITHDRAW_BANK,SUCCESS,2182.41,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-08 08:10:00,
03b72f69-f2fe-44e7-8779-ce022a3c0cb5,,WALLET_WITHDRAW_BANK,SUCCESS,1143.15,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-08 03:22:00,
8e93597f-c31f-43df-83b3-19b8056f3774,,WALLET_WITHDRAW_BANK,SUCCESS,2552.15,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-08 03:21:00,
bb0bd996-b660-411c-8ff6-25d100d4eb1c,,WALLET_TOP_UP,SUCCESS,226.22,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-06-07 22:31:00,
62c5c265-bf7d-4aa6-87fc-a51dbd97a547,,WALLET_TOP_UP,SUCCESS,2219.48,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-06-07 17:21:00,
9aead20d-2b90-41f4-817a-c85916421578,,WALLET_TOP_UP,SUCCESS,2597.84,USD,,,,Nhận & chuyển về ví (BÚT TOÁN TRÙNG),2026-06-07 17:10:00,
54276e0b-6095-459a-86cb-413076775670,,WALLET_TOP_UP,SUCCESS,2597.84,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-06-07 14:10:00,
08b1eb63-9f99-43f4-8ac1-57e74e8148f9,,WALLET_TOP_UP,SUCCESS,831.75,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-06-07 11:22:00,
13b9a226-3754-41a4-8f6f-b9077e08ca3c,,WALLET_TOP_UP,SUCCESS,153.6,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-06-06 23:37:00,
8017bd3e-4815-4611-8f17-0ea61c11186d,****0102,CARD_PAYMENT,SUCCESS,17.99,USD,355.72,,,Subscription NETFLIX.COM,2026-06-06 17:21:00,
c82a083f-c86c-4099-81c6-71e4ac869e82,****0103,CARD_PAYMENT,SUCCESS,20.92,USD,1167.86,,,Grab,2026-06-04 21:50:00,
c03b741e-ff61-464a-82ae-8304b863d528,****0103,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-06-03 17:11:00,
f787838d-3c89-4fe3-88ce-57f6844c6bbd,****0103,CARD_TOP_UP,FAILURE,300,USD,1167.86,,,Top-up declined,2026-06-03 13:00:00,
7ff39598-b8fb-48fe-8cbe-46c39a872057,,WALLET_TOP_UP,SUCCESS,183.4,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-06-02 14:59:00,
6abcfba3-a2af-4184-8b86-56aa39078f51,,WALLET_WITHDRAW_BANK,SUCCESS,1499.2,USD,,,,Rút về ngân hàng ACB ****2231,2026-06-01 08:03:00,
2237d599-025a-485e-8fe0-34af59125fde,****0103,CARD_PAYMENT,SUCCESS,32.42,USD,1167.86,,,Uber,2026-05-31 17:53:00,
027124d6-f4d8-466a-881e-1be03a070478,,WALLET_TOP_UP,SUCCESS,1524.41,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-05-31 17:03:00,
a8f8c6e2-d619-43b5-894e-46eedc32c55a,****0101,CARD_PAYMENT,SUCCESS,85.16,USD,96.33,,,Lazada,2026-05-28 19:49:00,
6de61c3d-a6c1-4f46-8607-53274e00e9e1,****0101,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-05-28 16:58:00,
496fb725-94be-43e5-8435-4d18614c7f8f,,WALLET_WITHDRAW_BANK,SUCCESS,1967.43,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-28 09:12:00,
083b8e24-fd24-4e87-810f-35735bcabc61,,WALLET_TOP_UP,SUCCESS,1857.88,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-05-28 01:12:00,
e6a15846-0329-4ed1-87fd-3bfe3d811fbf,****0103,CARD_PAYMENT,SUCCESS,290.85,USD,1167.86,,,Facebook Ads,2026-05-27 18:48:00,
c2b2c0ff-12ba-4494-82c6-3d1c53ab30f6,****0102,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-05-27 15:52:00,
618a3bd0-b963-48e4-8a28-3a0fcf4a15d2,,WALLET_WITHDRAW_BANK,SUCCESS,1363.79,USD,,,,Rút về ngân hàng ACB ****2231,2026-05-26 04:53:00,
41541f5f-90a5-469a-848e-590ceb271d81,****0102,CARD_PAYMENT,SUCCESS,64.69,USD,355.72,,,Apple,2026-05-26 01:10:00,
fe4929cf-88e3-48a0-80d3-44c1990daafb,,WALLET_TOP_UP,SUCCESS,751.45,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-25 21:53:00,
18e66e81-7a31-4b4e-8b59-61e6d7685820,****0103,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-05-24 20:41:00,
40941d19-438e-4c67-8b60-0ccec7fd83a0,,WALLET_WITHDRAW,SUCCESS,331.83,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-05-22 11:38:00,
d8da7002-e803-424d-849f-a30514464d2a,****0101,CARD_TOP_UP,SUCCESS,331.83,USD,96.33,,,Top-up from wallet,2026-05-22 11:38:00,
9f1a39e8-43f2-463d-8545-633df72d726a,,WALLET_TOP_UP,SUCCESS,1021.88,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-05-22 07:38:00,
c62cab0d-ea8a-494f-86db-e21bed632db5,****0103,CARD_PAYMENT,SUCCESS,375.77,USD,1167.86,,,Facebook Ads,2026-05-21 20:39:00,
a764f00d-9b82-4b5f-8963-2f1038bb54d2,****0101,CARD_PAYMENT,FAILURE,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-05-21 08:03:00,
59dd1dcf-5f0d-44a8-8057-36e2c2e2a8c0,****0106,CARD_PAYMENT,SUCCESS,66.9,USD,84.19,,,Trial card spend,2026-05-19 16:00:00,
